time,x,y
1.6889383792877197,802,814
1.700042963027954,802,814
1.7106263637542725,802,814
1.7211947441101074,802,814
1.7317121028900146,802,814
1.7421083450317383,802,814
1.752638339996338,803,814
1.7630705833435059,814,814
1.7738025188446045,820,815
1.7843379974365234,837,819
1.7947137355804443,847,821
1.805196762084961,874,829
1.8156888484954834,893,833
1.8260605335235596,936,840
1.8365635871887207,961,842
1.8470728397369385,1009,842
1.8575811386108398,1032,840
1.8681161403656006,1070,833
1.8785693645477295,1083,830
1.8891077041625977,1101,826
1.8998701572418213,1108,826
1.9105429649353027,1115,827
1.9211924076080322,1115,827
1.9319570064544678,1115,827
1.9425346851348877,1115,827
1.9531145095825195,1115,827
1.9636733531951904,1115,827
1.9742119312286377,1115,827
1.9848740100860596,1115,827
1.995917797088623,1115,827
2.006901502609253,1115,827
2.018005609512329,1115,827
2.0288033485412598,1115,827
2.0393221378326416,1115,827
2.049858570098877,1115,827
2.060716390609741,1116,826
2.071244478225708,1124,818
2.0818045139312744,1129,813
2.092261791229248,1143,800
2.102910041809082,1153,790
2.11338472366333,1173,768
2.1240286827087402,1183,756
2.1345856189727783,1205,727
2.1452114582061768,1217,712
2.1557657718658447,1234,686
2.166466236114502,1241,676
2.1770195960998535,1250,662
2.1875431537628174,1253,655
2.1980397701263428,1255,646
2.208580732345581,1255,643
2.219123363494873,1255,643
2.229715585708618,1255,643
2.240372896194458,1255,643
2.2509207725524902,1255,643
2.261399269104004,1255,643
2.2719478607177734,1255,643
2.2825052738189697,1255,643
2.293024778366089,1255,643
2.303602933883667,1255,643
2.3140993118286133,1255,643
2.3246467113494873,1255,643
2.335132598876953,1256,642
2.3456995487213135,1258,640
2.3562653064727783,1267,631
2.3669610023498535,1273,624
2.377488136291504,1287,604
2.3882641792297363,1295,593
2.398808240890503,1316,560
2.409229278564453,1328,540
2.4196877479553223,1346,511
2.4301130771636963,1353,498
2.440448760986328,1364,477
2.451075553894043,1370,461
2.4616076946258545,1372,455
2.4721102714538574,1373,448
2.483170986175537,1373,448
2.4936752319335938,1373,448
2.5043234825134277,1373,448
2.51491117477417,1373,448
2.52532958984375,1373,448
2.535789966583252,1373,448
2.546351432800293,1373,448
2.5569534301757812,1373,448
2.567861318588257,1373,448
2.5787734985351562,1373,448
2.589348316192627,1373,448
2.5998141765594482,1373,448
2.6103734970092773,1373,448
2.6208486557006836,1373,448
2.6318838596343994,1373,448
2.6424338817596436,1373,448
2.653043270111084,1373,448
2.663515567779541,1374,441
2.6738691329956055,1376,435
2.6842799186706543,1380,416
2.6946394443511963,1383,403
2.705047369003296,1391,368
2.7158453464508057,1396,349
2.726213216781616,1405,301
2.7367093563079834,1408,275
2.747164011001587,1410,228
2.7576076984405518,1404,189
2.7680561542510986,1400,176
2.778585910797119,1388,157
2.789033889770508,1383,151
2.799450397491455,1369,141
2.809800863265991,1361,137
2.8202242851257324,1341,134
2.8309125900268555,1337,134
2.8412039279937744,1337,134
2.851632595062256,1337,134
2.862187147140503,1337,134
2.8726940155029297,1337,134
2.8830857276916504,1337,134
2.8936376571655273,1337,134
2.9045166969299316,1337,134
2.9149014949798584,1337,134
2.925407886505127,1337,134
2.936286449432373,1337,134
2.946751356124878,1337,134
2.957333564758301,1337,134
2.9677352905273438,1337,134
2.9786503314971924,1337,134
2.9891459941864014,1337,134
2.9995579719543457,1337,134
