time,x,y
0.8171653747558594,1364,574
0.8275783061981201,1364,561
0.83817458152771,1364,555
0.848517656326294,1362,544
0.8590142726898193,1361,538
0.8694498538970947,1359,528
0.8799290657043457,1357,523
0.8903658390045166,1353,515
0.900841236114502,1353,515
0.9113681316375732,1353,515
0.9224767684936523,1353,515
0.9329705238342285,1353,515
0.943490743637085,1353,515
0.9545738697052002,1353,515
0.9656469821929932,1353,515
0.9762029647827148,1353,515
0.9868001937866211,1353,515
0.9977478981018066,1353,515
1.008317232131958,1353,515
1.019416093826294,1353,515
1.030513048171997,1353,515
1.0415949821472168,1353,515
1.0527098178863525,1353,515
1.0633115768432617,1353,515
1.0739707946777344,1353,515
1.0847196578979492,1353,515
1.0952239036560059,1353,515
1.1059136390686035,1353,515
1.1165015697479248,1353,515
1.1270239353179932,1353,515
1.137669563293457,1353,514
1.1483335494995117,1352,511
1.1588325500488281,1351,502
1.1694071292877197,1351,497
1.1798596382141113,1349,485
1.1903619766235352,1349,479
1.2009119987487793,1348,465
1.211379051208496,1348,457
1.2219021320343018,1348,442
1.2322041988372803,1348,435
1.2426872253417969,1348,422
1.253298282623291,1349,416
1.2636535167694092,1349,405
1.2742712497711182,1349,399
1.2847418785095215,1349,389
1.2953791618347168,1348,384
1.305816411972046,1347,374
1.3162927627563477,1346,365
1.3267509937286377,1345,360
1.3372151851654053,1344,350
1.3476269245147705,1343,344
1.3580257892608643,1341,333
1.3684594631195068,1340,328
1.3788166046142578,1339,320
1.3892297744750977,1338,315
1.399714469909668,1335,307
1.4101572036743164,1334,303
1.4206066131591797,1331,294
1.4308812618255615,1329,290
1.441375970840454,1324,281
1.4518365859985352,1321,277
1.4622788429260254,1313,269
1.4726829528808594,1308,264
1.4832351207733154,1298,256
1.493762493133545,1293,252
1.5041472911834717,1283,245
1.5146715641021729,1278,241
1.5250647068023682,1264,233
1.535510540008545,1256,229
1.545966625213623,1238,221
1.556368350982666,1229,218
1.5668437480926514,1207,212
1.577277660369873,1184,207
1.5876655578613281,1174,205
1.598078966140747,1151,202
1.608588695526123,1139,200
1.6191084384918213,1115,198
1.6298954486846924,1101,197
1.640355110168457,1075,195
1.6509156227111816,1065,194
1.6615939140319824,1043,194
1.672013759613037,1032,194
1.6824395656585693,1014,196
1.692922830581665,1005,197
1.7033166885375977,992,199
1.713667631149292,986,202
1.7240879535675049,979,205
1.7348377704620361,979,205
1.7452623844146729,979,205
1.7557177543640137,979,205
1.7662644386291504,979,205
1.7767105102539062,979,205
1.78717041015625,979,205
1.798083782196045,979,205
1.8086199760437012,979,205
1.8190162181854248,979,205
1.829946517944336,979,205
1.8403711318969727,979,205
1.8510246276855469,979,205
1.8613717555999756,979,205
1.8718152046203613,979,205
1.8827602863311768,979,205
1.8932173252105713,979,205
1.903677225112915,979,205
1.914546012878418,979,205
1.9254202842712402,979,205
1.935835599899292,979,205
1.9461750984191895,979,205
1.9565918445587158,979,205
1.9670970439910889,972,205
1.977513313293457,961,204
1.9879300594329834,942,204
1.9984028339385986,932,203
2.0088415145874023,906,204
2.0194103717803955,889,204
2.0301434993743896,851,208
2.0405685901641846,820,213
2.0511484146118164,801,216
2.0615522861480713,767,226
2.0719943046569824,751,231
2.0823469161987305,722,243
2.0930192470550537,710,249
2.103447914123535,691,259
2.114150047302246,682,265
2.124567985534668,667,274
2.1351490020751953,661,278
2.1456122398376465,650,289
2.1561076641082764,646,294
2.1665682792663574,638,305
2.177299976348877,636,310
2.1877517700195312,634,319
2.19834041595459,633,323
2.208908796310425,632,332
2.2195675373077393,634,340
2.2301859855651855,636,343
2.240591526031494,636,343
2.2510626316070557,636,343
2.2615933418273926,636,343
2.272139310836792,636,343
2.2826004028320312,636,343
2.293450117111206,636,343
2.3039612770080566,636,343
2.314664602279663,636,343
2.3255648612976074,636,343
2.3366503715515137,636,343
2.347238779067993,636,343
2.35809063911438,636,343
2.3691914081573486,636,343
2.380305767059326,636,343
2.390822172164917,636,343
2.401393413543701,636,343
2.4119184017181396,636,343
2.4224307537078857,636,343
2.4329376220703125,636,343
2.4434282779693604,636,343
2.4545581340789795,636,343
2.4649953842163086,629,350
2.475613832473755,621,361
2.4860806465148926,617,366
2.4966001510620117,605,380
2.5071182250976562,599,388
2.517533302307129,584,408
2.5279579162597656,578,419
2.5384232997894287,568,440
2.548784017562866,564,451
2.5591769218444824,558,473
2.5697476863861084,556,482
2.580158233642578,553,496
2.5906407833099365,552,501
2.60109543800354,551,512
2.611553192138672,551,518
2.6220028400421143,551,529
2.6324591636657715,551,536
2.6429007053375244,553,548
2.6539711952209473,554,554
2.6644115447998047,556,567
2.674926996231079,558,573
2.6854515075683594,562,586
2.6958730220794678,566,599
2.7068307399749756,569,606
2.7172703742980957,575,618
2.727729558944702,579,625
2.738203525543213,590,640
2.748628616333008,594,648
2.7592029571533203,603,662
2.7697274684906006,607,668
2.7801644802093506,615,678
2.790661334991455,619,683
2.8011832237243652,629,694
2.811617136001587,635,700
2.822176694869995,647,711
2.832615852355957,654,717
2.8430705070495605,665,725
2.8536770343780518,671,730
2.864325523376465,686,737
2.874811887741089,700,743
2.8852779865264893,708,745
2.8957250118255615,722,750
2.9062132835388184,728,752
2.9166624546051025,742,756
2.9271814823150635,748,757
2.9377379417419434,755,758
2.9482240676879883,755,758
2.959310531616211,755,758
2.9702842235565186,755,758
2.9813883304595947,755,758
2.991889715194702,755,758
