time,x,y
0.0011413097381591797,1107,756
0.011675596237182617,1107,756
0.02237534523010254,1107,756
0.03318428993225098,1107,756
0.043650150299072266,1107,756
0.05446004867553711,1107,756
0.06806373596191406,1107,756
0.07850313186645508,1107,756
0.08936262130737305,1107,756
0.09981751441955566,1107,756
0.11051511764526367,1107,756
0.12106013298034668,1107,756
0.13156938552856445,1107,756
0.14236235618591309,1107,756
0.1527872085571289,1107,756
0.16320037841796875,1107,756
0.1736738681793213,1107,756
0.18426132202148438,1107,756
0.19473576545715332,1107,756
0.2051699161529541,1107,756
0.21553540229797363,1107,756
0.22607922554016113,1107,756
0.2366189956665039,1108,756
0.24713826179504395,1110,756
0.25762295722961426,1115,755
0.26814699172973633,1119,755
0.2786681652069092,1126,754
0.28951239585876465,1130,754
0.30004024505615234,1137,754
0.31053924560546875,1144,754
0.3210723400115967,1148,754
0.33320188522338867,1156,753
0.34358882904052734,1161,753
0.3540780544281006,1169,753
0.364363431930542,1173,754
0.37479066848754883,1181,754
0.3853616714477539,1184,754
0.3957347869873047,1190,753
0.40639448165893555,1193,753
0.4168362617492676,1200,752
0.4274113178253174,1203,752
0.43796682357788086,1209,751
0.4483978748321533,1216,749
0.4589846134185791,1220,748
0.46944355964660645,1229,746
0.47983574867248535,1233,745
0.4903273582458496,1241,742
0.500800371170044,1246,741
0.5112504959106445,1254,738
0.5218284130096436,1258,736
0.53238844871521,1267,733
0.5428016185760498,1271,732
0.5537257194519043,1280,728
0.5644271373748779,1284,726
0.5748684406280518,1291,721
0.5853919982910156,1294,719
0.5958607196807861,1300,713
0.6063776016235352,1303,711
0.6169607639312744,1309,705
0.6274662017822266,1315,700
0.6382341384887695,1318,697
0.6486248970031738,1324,690
0.6591417789459229,1327,686
0.6696586608886719,1333,678
0.6801407337188721,1336,674
0.6906352043151855,1342,665
0.7010838985443115,1344,661
0.7114481925964355,1350,653
0.7221381664276123,1352,649
0.7327535152435303,1355,641
0.7432308197021484,1357,638
0.7537062168121338,1359,629
0.764305830001831,1362,618
0.7747938632965088,1362,611
0.7853085994720459,1364,599
0.7958815097808838,1364,592
0.8064281940460205,1364,580
