time,x,y
2.5551116466522217,1177,318
2.5656518936157227,1175,312
2.5761971473693848,1169,301
2.5867669582366943,1167,295
2.5972750186920166,1162,284
2.607691526412964,1158,273
2.6181325912475586,1156,269
2.6285505294799805,1152,260
2.638976573944092,1149,256
2.649406909942627,1145,248
2.6597957611083984,1143,245
2.670196771621704,1138,237
2.6806235313415527,1135,232
2.6909735202789307,1129,224
2.7016026973724365,1126,220
2.712176561355591,1119,214
2.72284197807312,1116,211
2.73331356048584,1109,205
2.743765115737915,1106,202
2.754276990890503,1099,197
2.7648420333862305,1096,194
2.775338888168335,1089,189
2.7859017848968506,1085,186
2.7965784072875977,1077,180
2.807072877883911,1069,174
2.8176403045654297,1064,171
2.8282899856567383,1055,165
2.8387067317962646,1051,162
2.8491132259368896,1043,157
2.8595082759857178,1039,155
2.869978666305542,1031,153
2.880492687225342,1026,151
2.8909120559692383,1016,149
2.901594877243042,1010,147
2.912050247192383,1000,144
2.922701120376587,994,143
2.933152675628662,985,142
2.9436264038085938,981,141
2.9540436267852783,970,140
2.9644510746002197,965,140
2.9750754833221436,952,140
2.985520601272583,941,140
2.996047258377075,936,141
